,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
First,Middle,Last,Street,City,State,Zip,SSN,,
ANGELA,D,BOWLING,1229 COUNTY ROAD 101,MOULTON,AL,35650,666233126,,
JOHN,,BURGGRAF,4310 PEACH,COTTONDALE,AL,35453,666239320,,
VERNA,L,AHLEMEYER,2201 48TH E,TUSCALOOSA,AL,35405,666273362,,
HAROLD,,BERTRAND,1041 FARMINGDALE,HARPERSVILLE,AL,35078,666277040,,
CHARLES,E,MCLEAN,14281 COUNTRYSIDE,NORTHPORT,AL,35475,666301365,,
PETER,,GONZALES,236 MARWOOD,BIRMINGHAM,AL,35244,666312003,,
MARY,C,MORELAND,1433 PARKER,ADAMSVILLE,AL,35005,666315232,,
JOAN,K,BECKER,PO BOX 77,ABERNANT,AL,35440,666322133,,
CHICANO,,GUILBEAUX,3235 DAVENPORT,PELHAM,AL,35124,666326116,,
CAMILLA,L,BRIGHAM,4742 SULPHUR SPRINGS,BIRMINGHAM,AL,35226,666328452,,
CHARLES,L,MCCABE,E11 13 AVN REGT,FORT RUCKER,AL,36362,666333948,,
HANS,R,ITA,1009 WILDWOOD,BIRMINGHAM,AL,35235,666334405,,
ALFRED,W,BASSETT,4527 18TH E,TUSCALOOSA,AL,35405,666341299,,
LINDA,,BAIRD,67 BLACKWELL,FORT RUCKER,AL,36362,666355477,,
SHEILA,,KLEIER,2405 M 7TH NW,BIRMINGHAM,AL,35215,666363119,,
JEANETTE,M,FITCH,TREE TOP BLDG 1942,BIRMINGHAM,AL,35216,666387485,,
ANN,M,MURRAY,182 EASTSIDE,RUSSELLVILLE,AL,35653,666392443,,
LAURA,,DELOZIER,CROSSBRO,CHELSEA,AL,35043,666426912,,
JOSEPH,M,BURKHOLDER     II,1040 RR2,ARAB,AL,35016,666438553,,
CAROLINE,,EVANS,3518 YORK,BIRMINGHAM,AL,35242,666440217,,
RENA,S,HALL,28775 LAKEVIEW,ARDMORE,AL,35739,666442332,,
KEVIN,,JOHNSON,339 WATERS EDGE,MADISON,AL,35758,666465124,,
SHIRLEY,,MARSHALL,412 8TH W,JASPER,AL,35501,666474337,,
CHRISTIE,C,LEWIS,302 CLEARVIEW SW,DECATUR,AL,35601,666480606,,
TERRY,L,HOFFMAN,200 GARDEN,BIRMINGHAM,AL,35215,666488779,,
CHALMER,N,HOLBROOK,2503 TIMBER,PINSON,AL,35126,666510677,,
JOSEPH,F,BACH,913 MANSARD,BIRMINGHAM,AL,35209,666550069,,
ARLEEN,T,BROOKS,120 SKI LODGE,BIRMINGHAM,AL,35209,666563263,,
ROBERT,,BARRETT,101 ROYAL,MADISON,AL,35758,666567519,,
DAVID,,JUND,347 OXFORD ACRES,CENTER POINT,AL,35215,666567871,,
HANS,,ITA,3605 ROBIN,BIRMINGHAM,AL,35242,666574584,,
CHRISTY,,BURKETT,1908 RUSHTON,GARDENDALE,AL,35071,666580455,,
MARY,E,MOVSHIN,427A RR3,TUSCUMBIA,AL,35674,666585190,,
C,D,BLACK,11D RR2,FAYETTE,AL,35555,666604340,,
DAVE,A,BATTERSHELL,707 SPRINGVILLE,BIRMINGHAM,AL,35215,666621867,,
BRIAN,J,BELLANGER,801 HICKORY,MOUNT OLIVE,AL,35117,666625574,,
PAIGE,P,CHAVERS,808 25TH E,TUSCALOOSA,AL,35404,666626758,,
EVELYN,,BEACH,381 HOLLY HILLS,LINCOLN,AL,35096,666640378,,
PAMELA,P,KIMBALL,102 CHAPEL,HUEYTOWN,AL,35023,666649234,,
BARBARA,,LYNCH,155 SYLVEST,MONTGOMERY,AL,36117,666649535,,
M,J,BRITTAIN,2424 ROBERTS,FLORENCE,AL,35630,666662554,,
DONNA,A,BERKE,1704 KIRBY BRIDGE,DANVILLE,AL,35619,666665774,,
EDWIN,D,CURRY,6543 QUAIL RUN,PELHAM,AL,35124,666671720,,
SHARON,,BRADLEY,RR6,FAYETTE,AL,35555,666677418,,
STANLEY,,DEPKI,2020 LONGLEAF,BIRMINGHAM,AL,35216,666683829,,
CAMI,,HEIRT,6620 COURT N,BIRMINGHAM,AL,35228,666697705,,
IDA,,HENDON,2264 VANESSA,BIRMINGHAM,AL,35242,666698149,,
ROBERT,B,HIGGINBOTHAM,6553 QUAIL RUN,PELHAM,AL,35124,666703073,,
BERBADETTE,,MITCHELL,732 WEATHERBY,TUSCALOOSA,AL,35405,666704623,,
PHYLLIS,H,BORNSTEIN,716 SPRUCEWOOD,BIRMINGHAM,AL,35214,666719579,,
ANITA,,DOROUGH,240 BEECH,WINFIELD,AL,35594,666728675,,
BESSIE,,HOLZFASTER,PO BOX 519,FLORENCE,AL,35631,666757606,,
SPE,R,ARNETT,1409 FREY,SHEFFIELD,AL,35660,666760766,,
DOUGLAS,B,BECK,905 PINE,LEEDS,AL,35094,666766608,,
MILA,,KAYSER,4724 QUARTER STAFF,BIRMINGHAM,AL,35223,666768271,,
HATTIE,W,BRYANT,13610 PARK,DUNCANVILLE,AL,35456,666781837,,
GWEN,J,EDWARDS,403 8TH SW,ALABASTER,AL,35007,666809510,,
JASON,,ALEXANDRE,314C RR5,HARTSELLE,AL,35640,666812411,,
JAMES,M,FAULKNOR,2603 ARTIE SW,HUNTSVILLE,AL,35805,666820131,,
BOBBY,H,BLISSETT,102 N LAFAYETTE,TUSCUMBIA,AL,35674,666820894,,
DENISE,D,BABBITT,5720 OLD LEEDS,BIRMINGHAM,AL,35210,666823455,,
LEWIS,,HANNAH,196 3RD,GURLEY,AL,35748,666840192,,
ANN,C,KROGMEIER,801 DANDRIDGE,BESSEMER,AL,35020,666847221,,
HAROLD,E,BRUNE,6223 RIME VILLAGE NW,HUNTSVILLE,AL,35806,666888959,,
DWAYNE,E,MCLURE,112 PATRICIA,DALEVILLE,AL,36322,666891005,,
DAVID,W,BOOTH          JR,2704 NORTH,FULTONDALE,AL,35068,666899734,,
FERAS,A,ALAL,PO BOX 250,FALKVILLE,AL,35622,666900108,,
SANDRA,,BABB,3563 DEERFIELD,BIRMINGHAM,AL,35226,666953569,,
JUDSON,,BRIGGS,PO BOX 32,ARAB,AL,35016,666957040,,
THOMAS,J,GRAVATT,2201 485 E,TUSCALOOSA,AL,35405,666961897,,
CAROL,A,GRAHAM,304 TAMMY SUE,BIRMINGHAM,AL,35215,666965281,,
RAYMOND,E,HARTZ          JR,554 ELDER,IRONDALE,AL,35210,666966744,,
RAMON,S,DEMARK,PO BOX 750,ARAB,AL,35016,666985579,,
JOSEPH,S,BIRLEW         SR,PO BOX 36,DUTTON,AL,35744,666988731,,
LUBOV,O,KNOX,PO BOX 762,CLANTON,AL,35046,666026839,,
GARRELL,R,BREWER,208 63RD,FAIRFIELD,AL,35064,666027972,,
JAMES,F,LABER          JR,S U 1499,BIRMINGHAM,AL,35229,666031526,,
JOHN,E,HUFFMAN,334 RR6,HARTSELLE,AL,35640,666040270,,
ANDREW,J,BERNABO,716 ROCK LEAF,HOOVER,AL,35244,666042120,,
PAUL,,BARNES,5237 CORNELL,BIRMINGHAM,AL,35210,666048110,,
CAROLYN,S,KRAFT,PO BOX 991,BESSEMER,AL,35021,666053773,,
NANCY,R,IRIE,129 RR8,TALLADEGA,AL,35160,666061719,,
DAVID,P,HOOFNAGLE,15284 FOUR WINDS,NORTHPORT,AL,35475,666078932,,
GLENDA,,BARTON,607 JACKSON TRACE,OHATCHEE,AL,36271,666081023,,
WILLIAMS,C,KANE,988 FOX VALLEY FARMS,MAYLENE,AL,35114,666103223,,
TERESA,M,GUTIERREZ,715 MEADOW,BIRMINGHAM,AL,35242,666118917,,
TIMICA,L,BRYANT,2197 HIGHWAY 624,RUSSELLVILLE,AL,35653,666188913,,
CRYSTAL,A,MACMILLAN,8629 2ND N,BIRMINGHAM,AL,35206,666193256,,
JOHN,F,ALLEY,422 BROOK HIGHLAND,BIRMINGHAM,AL,35242,666193584,,
TERRY,R,FYFFE,247 RR3,ROGERSVILLE,AL,35652,666198370,,
STEPHEN,D,BOWERS,PO BOX 505,RAGLAND,AL,35131,666206049,,
JEANNE,,FLICKINGER,219A RR2,DECATUR,AL,35603,666210270,,
SHARON,W,BRADLEY,PO BOX 1501,RED BAY,AL,35582,666215052,,
VERA,,BAUMGARDNER,109 CHILTON,TALLADEGA,AL,35160,666231250,,
VALERIE,O,LOCASCIO,1368 GREYSTONE,TUSCALOOSA,AL,35406,666237087,,
LESLIE,R,MCGILBERRY,PO BOX 144,ELMORE,AL,36025,666238237,,
LESLIE,R,MCGILBERRY,4107 NEWSON SW,HUNTSVILLE,AL,35805,666239320,,
SHARRA,L,KERR,X RR1,ODENVILLE,AL,35120,666252892,,
GLENN,A,LOFTIS,1602 RUSSET CREST,BIRMINGHAM,AL,35244,666253148,,
CHESTER,,HULLEY,PO BOX 70833,TUSCALOOSA,AL,35407,666253390,,
EDWIN,A,BURRELL,347 RR6,KILLEN,AL,35645,666258079,,
IRMA,R,CLORE,328 31ST E,TUSCALOOSA,AL,35405,666309487,,
JAMES,W,GOURHAN,3905 CLEMENTS LOT 11,COTTONDALE,AL,35453,666316262,,
CARL,N,LACKEY,2600 SNOW ROGERS,GARDENDALE,AL,35071,666341070,,
JUDITH,K,MCCAWLEY,1612 3RD W,BIRMINGHAM,AL,35208,666353419,,
AMANDA,S,GONZALES,2019 FLAGSTONE,MADISON,AL,35758,666353432,,
WILLIAM,,ENGEL,2403 SPRINGFIELD W,BIRMINGHAM,AL,35242,666359972,,
KENNETH,T,HEIDLE,P O BOX 1263,JEMISON,AL,35085,666376430,,
THOMAS,H,BECKMANN,1781 COUNTY ROAD 735,CULLMAN,AL,35055,666382477,,
LADONNA,F,FISHER,604 AZALEA,BIRMINGHAM,AL,35214,666392033,,
HAROLD,E,BEALL,531 LAUREL WOODS,HELENA,AL,35080,666393777,,
IRA,K,BRYCE,304 C 19TH E,TUSCALOOSA,AL,35404,666401423,,
MARIE,,BIEREMA,1420 MARS HILL,FLORENCE,AL,35630,666407783,,
WILLIAM,J,DOSENBACH,4561 BUD HOLMES,PINSON,AL,35126,666414285,,
ELFRIEDA,A,BLISS,974 COUNTY ROAD 395,DUTTON,AL,35744,666417955,,
NEWMAN,C,CHAMPAGNE,2322 GRANVILLE,BESSEMER,AL,35020,666421241,,
NANCY,,MESSMAN,1560 WHITE,BESSEMER,AL,35023,666427708,,
CHARLES,B,BROWN,2580 RR2,VINEMONT,AL,35179,666440182,,
C,J,BROUGHMAN,PO BOX 1025,FLORENCE,AL,35631,666445703,,
WILLIAM,E,BROOKS,1204 COUNTY ROAD 24,FLORENCE,AL,35633,666446358,,
CAROLYN,F,FIELDS,1421 PAPER TOWN,ALPINE,AL,35014,666467276,,
ANDRE,E,HOH,914 9TH,MIDFIELD,AL,35228,666496309,,
CANDACE,,BREMER,2484 LOD COAL,PELL CITY,AL,35125,666498106,,
RICHARD,E,DUNLAP,2906 DUBLIN N,HELENA,AL,35080,666504225,,
GLADYS,M,BROWN,2019 FLAGSTONE,MADISON,AL,35758,666506365,,
PHILIP,M,LEMAY,1112 CEDAR,BIRMINGHAM,AL,35217,666513727,,
DEBORAH,,BOWLING,205 CHILTON ROAD 555,VERBENA,AL,36091,666545353,,
VICKI,,DEES,2704 39TH,TUSCALOOSA,AL,35401,666549518,,
STEPHEN,A,BEUKAS,2016 LONGLEAF,BIRMINGHAM,AL,35216,666554135,,
MICHELE,G,GARCIA,815 BOLIGEE,EUTAW,AL,35462,666558378,,
ROSALIE,,LEWIS,7117 COUNTY ROAD 28,CLANTON,AL,35046,666562861,,
JAMES,O,BUCKALEW,927 VALLEY,BIRMINGHAM,AL,35209,666563993,,
JOHN,C,CHESSHER,4901 1ST N,BIRMINGHAM,AL,35222,666569753,,
FAYE,P,LEACH,1341 WINOLA,BIRMINGHAM,AL,35235,666576775,,
JOHN,M,BIRCKHEAD,3512 GLENDALE NW,HUNTSVILLE,AL,35810,666577289,,
DENNIS,J,ALLARD,PO BOX 76,CHILDERSBURG,AL,35044,666578917,,
CHARLES,B,BUCK,3531 48TH E,TUSCALOOSA,AL,35405,666608506,,
ANGELA,M,AYERS,PO BOX 29,ABERNANT,AL,35440,666648692,,
JOHN,,CONNELLY,400 1ST,PLEASANT GROVE,AL,35127,666654041,,
KAREN,L,BROWN,300 CHURCH STREET,GARDENDALE,AL,35071,666660010,,
LAURA,P,BIANCHINI,223 ADAR,DOTHAN,AL,36303,666663858,,
CANDICE,A,BARKER,228 SAXON,BIRMINGHAM,AL,35209,666697180,,
IMAD,,HAMDAN,2560 11TH N,BESSEMER,AL,35020,666701097,,
SUZANNA,S,MILIC,199C HC67,VALHERMOSO SPRI,AL,35775,666729779,,
ARTHUR,,BODEN,498 DECATUR,BIRMINGHAM,AL,35207,666741255,,
JANICE,,FORD,151 ARCHER,HAMILTON,AL,35570,666743023,,
LAURA,A,MCCARTY,14 ARLINGTON,TUSCALOOSA,AL,35401,666753432,,
JAIME,,BOLANOS,304C 19TH NE,TUSCALOOSA,AL,35404,666761800,,
GARY,L,KELLEY,PO BOX 347,ATHENS,AL,35612,666766331,,
RUBY,L,BRADLEY,17 RR2,REFORM,AL,35481,666769393,,
KIM,A,BAIRD,137 STERLING NW,BIRMINGHAM,AL,35215,666803373,,
R,J,BECK,644 EARLINE,BIRMINGHAM,AL,35215,666804210,,
DARRYL,L,MICHAEL,3440 EAST,BIRMINGHAM,AL,35243,666861097,,
RICHARD,S,BARR           SR,PO BOX 4,LEXINGTON,AL,35648,666863953,,
AUDREY,S,BAILEY,205 NAVAJO,BIRMINGHAM,AL,35215,666886895,,
CARLA,C,CHRISTIAN,3967 WALL,BIRMINGHAM,AL,35243,666888058,,
CAHTERINE,,BIRKENHAUER,13956 LONGBOW,TUSCALOOSA,AL,35405,666888365,,
BARBARA,J,HENNIGAN,933 MEADOWBROOK,BIRMINGHAM,AL,35215,666888840,,
JENNIFER,,CAPUTO,345 MARTIN CROSSING,RAGLAND,AL,35131,666925187,,
DOUGLAS,L,BENNETT,5860 EAGLE,MONTGOMERY,AL,36116,666943720,,
SHELLI,L,LEFFEL,2608 CARDINAL,BIRMINGHAM,AL,35243,666949022,,
KENNETH,C,BOTTS,1215 LOGAN SW,CULLMAN,AL,35055,666982488,,
HZZ,J,BYUN,201 TREE CROSSINGS,BIRMINGHAM,AL,35244,666988259,,
WILLIAM,J,BIRD,2330 PLANTATION,MOODY,AL,35004,666995345,,
DAWN,,GIBBINS,1723 MAIN E,HARTSELLE,AL,35640,666027433,,
LINDA,P,BANKS,439A RR2,PHIL CAMPBELL,AL,35581,666040624,,
MARDY,,CARMON,2241 GREEN SPRINGS S,BIRMINGHAM,AL,35205,666043983,,
STEVE,,ELAM,2126 ANTIETAM,TUSCALOOSA,AL,35406,666060386,,
SUSAN,A,BELT,49 ELLEN,ADAMSVILLE,AL,35005,666067618,,
JOSHUA,L,MONDRAGON,14213 JACKSON TRACE,COKER,AL,35452,666087864,,
CATHERINE,H,DI MOLA,9709 BRYANT,BIRMINGHAM,AL,35217,666088927,,
LYNNETTE,L,BLEVINS,2010 29TH N,HUEYTOWN,AL,35023,666109981,,
KATHLEEN,,HOBBS,810 BRUMMEL,BRIDGEPORT,AL,35740,666127201,,
CHRISTOPHER,R,BLOUIN,30 GUY,JEMISON,AL,35085,666151375,,
GLENNA,F,BAILEY,528 SELMA,BESSEMER,AL,35020,666152993,,
JOE,J,BOSANIC,903 COUNTY ROAD 229,THORSBY,AL,35171,666153500,,
SHERYL,L,MACARTHUR,272 LEE ROAD 2,SMITHS,AL,36877,666182766,,
VERNA,L,AHLEMEYER,12901 CAMP CHERRY AUSTIN,COTTONDALE,AL,35453,666185174,,
TONY,R,MERICLE,506 AVENUE X,BIRMINGHAM,AL,35214,666214324,,
FRANCES,D,BARKS,1903 TERRACE,TUSCALOOSA,AL,35401,666230581,,
SHARRA,L,KERR,105 MAPLE,MAYLENE,AL,35114,666233346,,
RODGER,W,BRISTER,216 COALING,SYLACAUGA,AL,35150,666243485,,
TOI,,MOOTY,425 RIVER BEND APARTMENTS,RIVERSIDE,AL,35135,666245172,,
KIMBERLEY,,BROWN,36 8TH,PLEASANT GROVE,AL,35127,666254113,,
DESHEIL,,ALLEN,3584 MARY,FULTONDALE,AL,35068,666258223,,
CATHY,,BECK,3109 57TH N,BIRMINGHAM,AL,35207,666259019,,
JAMES,E,MORRISON,38930 RR1,BLOUNTSVILLE,AL,35031,666266148,,
MARY,T,FRANKLIN,284C RR2,VERNON,AL,35592,666270527,,
RAYMOND,S,DEMARK,140 EDWARDS,MUNFORD,AL,36268,666277026,,
WILLIAM,S,DEGAETANO,1218 ROYAL OAKS,BIRMINGHAM,AL,35244,666281280,,
CLIMMIE,J,BLACKMON,PO BOX 5615,MONTGOMERY,AL,36103,666295999,,
LAWRENCE,R,HALLER,2708 CALDWELL S,BIRMINGHAM,AL,35205,666310177,,
JEFFERY,A,BENZ,PO BOX 1334,ALEXANDER CITY,AL,35011,666310784,,
DENISE,A,ALLEN,68 KIRBY,HILLSBORO,AL,35643,666312890,,
MICHELE,,BERTONI,PO BOX 244,SOMERVILLE,AL,35670,666324037,,
PATRICIA,A,DOYLE,1007 VILLAGE EAST,HALEYVILLE,AL,35565,666332245,,
JENNIFER,A,KELLY,108 GREEN WING,PELHAM,AL,35124,666347354,,
DANIEL,,BAKER,400 ARKADELPHIA NE,HANCEVILLE,AL,35077,666350706,,
LISA,A,BURKART,2001 HARTWOOD,BIRMINGHAM,AL,35216,666380223,,
SUZANNE,Z,GREEN,1125 10TH S,BIRMINGHAM,AL,35205,666394901,,
WESLEY,,FREEMAN,1821 HEATON,FULTONDALE,AL,35068,666399141,,
MICAELA,A,FRIAS,321 RR1,EVA,AL,35621,666399398,,
NORMA,B,BELL,244H RR3,SOMERVILLE,AL,35670,666407717,,
CHRISTA,,CAMPBELL,1806 RNNYMD SW 105 A,DECATUR,AL,35601,666426084,,
BOBBIE,J,GUGLIELMO,2404 BLUE SPRING NW,HUNTSVILLE,AL,35810,666438545,,
BARBARA,J,BUCHANAN,1540 HELTON,FLORENCE,AL,35630,666439240,,
ANDREW,J,BONIFACE,616 GLEN WOOD,FAIRFIELD,AL,35064,666441060,,
CHRIS,,KOHLER,185 JUPITER,BIRMINGHAM,AL,35215,666445408,,
CATHY,J,MAINES,3902 5TH N,BIRMINGHAM,AL,35222,666463675,,
SALLY,,BRUDER,809 KELLER,TUSCUMBIA,AL,35674,666464025,,
ALLISON,B,BACKER,239 TRACE RIDGE,HOOVER,AL,35244,666464356,,
MICHEAL,D,BARSKI,1529 COOPER HILL,BIRMINGHAM,AL,35210,666465100,,
NAOMI,,BRUNO,PO BOX 223,ATHENS,AL,35612,666478183,,
REN,C,GREVATT,250 RR2,CROPWELL,AL,35054,666482316,,
MONICA,,BRUSCA,2234 COUNTY ROAD 3,ATTALLA,AL,35954,666505733,,
WILLIAM,S,MAYFIELD,451 KIRKLAND,CHILDERSBURG,AL,35044,666510315,,
HANNELORE,M,BRUCKMAN,PO BOX 266,DUNCANVILLE,AL,35456,666517171,,
CAMMIE,,BURON,3017 WENONAH PARK SW,BIRMINGHAM,AL,35211,666523142,,
AVIANA,E,BATES,2831 COUNTY ROAD 37,THORSBY,AL,35171,666526553,,
THEODORE,G,BELL,172 CLOUD NINE,LINCOLN,AL,35096,666535387,,
ROGER,J,KOIVU,1208 1ST W,BIRMINGHAM,AL,35204,666541400,,
SUZANNE,M,HELLMAN,1407 17TH S,BIRMINGHAM,AL,35205,666560173,,
WANDA,,CARR,4900 RR1,THORSBY,AL,35171,666562735,,
JAMES,F,LABER          JR,144 HERITAGE,TUSCALOOSA,AL,35406,666564706,,
VIRGINAI,T,BRYAN,4001 WENONAH SW,BIRMINGHAM,AL,35221,666566405,,
BARON,,HARRELL,717 SUNHILL NW,BIRMINGHAM,AL,35215,666579920,,
MADONNA,M,BARRY,3412 PRIMM,BIRMINGHAM,AL,35216,666583170,,
NYSTROM,,CRAIG,205 RR2,NORTHPORT,AL,35475,666596023,,
ALISA,,FOLLE,126 FREEDOM,MADISON,AL,35758,666597012,,
RONALD,F,HEDGECOCK,7517 7TH,TUSCALOOSA,AL,35405,666603031,,
MARK,,KIESETH,310E RR4,KILLEN,AL,35645,666606151,,
DANIANA,,ALBANESE,51457 US HIGHWAY 78,LINCOLN,AL,35096,666621499,,
LUIS,A,MARTINEZ,1699 825 TH,BIRMINGHAM,AL,35209,666627107,,
HOWARD,M,BALLMANN,116 BRANCH,PRATTVILLE,AL,36067,666628041,,
EVELYN,R,MONNETT,305 WILD FOREST,BIRMINGHAM,AL,35209,666630387,,
LYNN,H,HAWKINS,1719 4TH W,BIRMINGHAM,AL,35208,666648135,,
KRIS,,MURPHY,757 77TH S,BIRMINGHAM,AL,35206,666660382,,
CAROLINA,,DOW,2020 KING CHARLES,ALABASTER,AL,35007,666661556,,
PATSY,,HUMPHREY,2720 THE,MONTGOMERY,AL,36116,666666497,,
CARDALE,J,BROWN,51A RR1,SOMERVILLE,AL,35670,666668725,,
DANNY,,BRADLEY,289 RR1,PARRISH,AL,35580,666680044,,
K,M,BITTNER,800 27TH,TUSCALOOSA,AL,35401,666686678,,
LARRY,R,HALLAR,1130 16TH S,BIRMINGHAM,AL,35205,666687074,,
ROSALIND,,DAISY,900 HARGROVE,TUSCALOOSA,AL,35401,666701302,,
PEGGY,L,FINCH,PO BOX 674,PINSON,AL,35126,666706410,,
VITRAY,S,BUFORD         JR,1496 GLOVER,QUINTON,AL,35130,666726335,,
HECTOR,G,CORAZON,4137 MATTERHORN,MONTGOMERY,AL,36116,666743631,,
JOHN,T,FBARWICK,CARL ELLIOTHGTS,HALEYVILLE,AL,35565,666745252,,
KARMA,M,HOLDER,159 ESTES,EVA,AL,35621,666747262,,
CHARLES,D,JEANE,HWY 82,CENTREVILLE,AL,35042,666769269,,
ARTHUR,,BODEN,2106 HARGROVE E,TUSCALOOSA,AL,35405,666804464,,
BRUCE,C,BJORKLUND,2220 MARION,BIRMINGHAM,AL,35226,666823245,,
DENISE,,BABBITT,22520 FULTON,BIRMINGHAM,AL,35211,666840007,,
CHRISTOPHER,,BLOUIN,5409 CRESTWOOD,BIRMINGHAM,AL,35212,666841172,,
ALFRED,E,HAGENSEN       JR,3400 TREELINE,HOOVER,AL,35216,666842125,,
RUTH,M,BUDDEBBERG,10272 US HIGHWAY 72,ATHENS,AL,35611,666846090,,
CLIFTON,S,MC DUFFIE,8337 WHITE FLAGG SE,HUNTSVILLE,AL,35802,666865730,,
VONNIE,,CRAIG,203 JUNE,HUEYTOWN,AL,35023,666901732,,
JEFFREY,,BAKER,1009 BEECH NW,HARTSELLE,AL,35640,666905609,,
ALLEN,C,BENNETT,25768 CLEM,ELKMONT,AL,35620,666929820,,
WILLIAM,J,BLANTON,588 COUNTY ROAD 224,DUTTON,AL,35744,666940578,,
VONNIE,A,CRAIG,2315 ARLINGTON,BESSEMER,AL,35020,666967366,,
THOMAS,M,HIRE,PO BOX 5378,DECATUR,AL,35601,666967989,,
MICHELLE,E,EXTERCAMP,661 MAY,PINSON,AL,35126,666983833,,
STEPHANIE,A,DETTLORFF,5955 COUNTY ROAD 5,FLORENCE,AL,35633,666020154,,
DENNIS,G,BARNES,2138 RR2,FLORENCE,AL,35633,666020588,,
DAVID,L,BIVINS,26 RR3,HANCEVILLE,AL,35077,666024767,,
MERLE,L,BARNES,347 OXFORD ACRES,BIRMINGHAM,AL,35215,666030184,,
PATRICK,M,DEEGAN,608 10TH W,BIRMINGHAM,AL,35204,666065606,,
REATHA,J,LONG,4600 6TH E,TUSCALOOSA,AL,35404,666068255,,
LOUIS,,BARRATA,610 S CEDAR,FLORENCE,AL,35630,666073998,,
CATHY,B,HERRINGTON,4845 MARIGOLD,BIRMINGHAM,AL,35207,666089314,,
ANTHONY,S,BEUKAS,1316 RIME,BIRMINGHAM,AL,35216,666102413,,
AMIR,N,ASSAR,500 E 11TH,TUSCUMBIA,AL,35674,666102754,,
JAMES,R,MORGAN,2702 TEMPLE,BIRMINGHAM,AL,35209,666114773,,
DAVE,,FORSLUND,4316 DOLLY RIDGE,BIRMINGHAM,AL,35243,666120409,,
ETHEL,V,JONES,2241 6TH NE,BIRMINGHAM,AL,35215,666126686,,
JAES,,BOWER,68 OAK,LEEDS,AL,35094,666161809,,
SID,J,MILTZ,2 RR,KILLEN,AL,35645,666169691,,
BOBBIE,J,KING,7001 SPRING LOT 23,COTTONDALE,AL,35453,666175341,,
DONALD,,HEDGE,72 COUNTY ROAD 566,TOWN CREEK,AL,35672,666188421,,
LARRY,G,CUNNINGHAM,505 SANDERS,WEAVER,AL,36277,666192152,,
LOVELESS,,BABIES,10420 HWY 31 N 346,TANNER,AL,35671,666195140,,
PAMELA,,KITTLE,PO BOX 344,GREEN POND,AL,35074,666200136,,
SUSAN,M,DUNN,2030 11TH S,BIRMINGHAM,AL,35205,666212418,,
JOHN,L,LOSSE          SR,320 RIDGE VIEW,ODENVILLE,AL,35120,666225962,,
PETER,P,BRUNO,2217 GREEN SPRINGS S,BIRMINGHAM,AL,35205,666234714,,
KELLIE,J,BREWSTER,2224 PUP,HELENA,AL,35080,666247400,,
PATTI,L,HARRINGTON,3618 BROOKWOOD,BIRMINGHAM,AL,35223,666262393,,
LEWIS,R,BELOTE         III,195A RR1,ALPINE,AL,35014,666277369,,
WILLIAM,,BREWER,412 DERBY,MONTGOMERY,AL,36109,666311894,,
C,C,CHRISTIAN,920 22ND E,TUSCALOOSA,AL,35404,666315830,,
DIANA,,DUGAS,1407 17TH S,BIRMINGHAM,AL,35205,666318291,,
LAINA,,BOBBITT,6624 SEMINOLE,FAIRFIELD,AL,35064,666339622,,
WAYNE,A,LEDET,101 MOONGLOW,BIRMINGHAM,AL,35215,666340930,,
WINFORD,E,JAMES          JR,2522 GERALD,BIRMINGHAM,AL,35223,666346443,,
CAROL,,GRAHAM,2020 LONGLEAF,HOOVER,AL,35216,666349990,,
REBECCA,R,LANE,730 15TH,TUSCALOOSA,AL,35401,666358444,,
JAMES,,ALEXANDER,PO BOX 236,TRINITY,AL,35673,666363265,,
MICHOLA,,BRANDON,3438 GORDON TERRY,TRINITY,AL,35673,666367368,,
KARIMALI,G,CHAMADIA,1848 WESTRIDGE,BIRMINGHAM,AL,35235,666391157,,
AMY,,BUCHANAN,39 BALL DIAMOND,JOPPA AL,AL,35807,666396103,,
JAMES,E,FRITSCH,7980 COUNTY ROAD 39,FACKLER,AL,35746,666404408,,
GLORIA,R,LOUDER,134 CRIM,CALERA,AL,35040,666441766,,
KENNETH,C,BOTTS,505 17TH NW,BIRMINGHAM,AL,35215,666481765,,
FRANCES,D,BANKS,PO BOX 550172,BIRMINGHAM,AL,35255,666481845,,
MICHAEL,A,LOSS,140 BLAIR FARMS,ODENVILLE,AL,35120,666482501,,
ROBERT,B,BURNAP,231 8TH E,GUIN,AL,35563,666495346,,
KATHLEEN,A,KLINE,13995 HIGH WAY 7,MONTEVALOL,AL,35115,666498110,,
FRANK,H,EDELEN         JR,510 OWEN,BESSEMER,AL,35020,666525184,,
DOROTHY,R,JENNINGS,1006 INVERNESS,BIRMINGHAM,AL,35242,666539788,,
B,J,HANSON,463 RIDGE,BIRMINGHAM,AL,35206,666543996,,
STEPHEN,,HALPERIN,1234 29TH S,BIRMINGHAM,AL,35205,666544666,,
HECTOR,G,CORAZON,742 RR2,CALERA,AL,35040,666546179,,
RENEE,,MISSBACH,1116 BRIGHTON,BIRMINGHAM,AL,35228,666560381,,
VICKI,L,DEES,7600 RAINEY,COTTONDALE,AL,35453,666560683,,
MORGAN,L,DOLLINGER,4360 PINSON VALLEY,BIRMINGHAM,AL,35215,666569378,,
RAYMOND,S,DEMARK,2124 HIGHLAND S,BIRMINGHAM,AL,35205,666584658,,
